編號,分類,等級,分類1,分類2,分類3,分類4,語句,翻譯,音檔路徑,語別,方言別
53541,T,U,11,1,,,"lu atakahudrawdranga idra vaivai lu dralradralrai, kudra kiyatulrevelrevege ka ababai yakai kibu ki wadralradralrai si takutubitubi, kudra lamaalalala inilringa kwadra pisiyasilanga, wasenai ku valringivaneini, lahau tubi kiangeange kwani amani ka mahudrahudrange ka ababai, ku takipusauwa ki lamaalalala, tatubiya ki lamaalyali, haupadrima ku tamativalringivinga.",結婚當日，女方也會在圍舞中邊舞邊哭，男青年們，尤其是前男友們，會唱出悲傷歌曲，女主角將更糾結哀慟，哭得更悲愴。男性道別的悲歌、女性道別的悲哭，常使場面悲喜交加。,,魯凱語,29
53542,T,U,11,1,,,"kai pahamiyaikai ka matiyadalame, apya syulryulriyanamadu kyupalapalange. ai, pangukai ikai syasasana ka layacengecenge, manemanaini ku tapukidremedrmanelini?",在如此感動的氛圍，使人想重溫戀愛的感覺。不知對現在的年輕人而言，有沒有激盪出不一樣的漣漪？,,魯凱語,29
53543,T,U,11,2,,,ngiatatutacekecekela,成立新戶,,魯凱語,29
53544,T,U,11,2,,,"kai tacekecekela ki Ngudradrekai twatangadra tukucingalre ki tineapa ka sauwalai. lu paswala tulalake ku sauwalai, amani ku tineapa cyunange niya, amani ku mwacungulu ku nyake ki daane, amani ku sasyadrama ki wacekecekele, aningitwatwatuma ku takabalritha ku tacekecekela, kudra kadaana iiya ki tineapa. kai cungulu( daedae, daane, satwatuma, kahingalai), nagane, tatakaenena ki manemanenga, aiamani ka syacengecenge. lakuni luikai ku watakela ki sakahudrahudrangenga ku langwakabalrubalruwa, ani atalyalalai alakawkaulu, mwahikai ki tineapa.",魯凱族是父系社會，以男性為中心，尤其重視長嗣。家中頭胎若是兒子，叫「種子」、「長男」，意即該家的相傳命脈，是家族的希望。一個家庭不管如何變化，原家皆為長男所有，舉凡該家的財產（土地、房屋、工具、衣飾）、家族的名字、社會地位等，皆由其繼承。因此，家中若有待嫁女兒，無論貴族或平民，都希望婚姻對象是長子。,,魯凱語,29
53545,T,U,11,2,,,"kai tinutakaa ka ababai miyalri ikai ku takiusakena kitukucingalre, lu tulalake ku ababai sakiasupilri amiya, lu kadrawnga aitakalra ku mwahikai si kela mupalapalange si acebe. lu pavalavala ku drulru, ku tineapa ka sauwalai aimucungulu ku daane daedae talupa sana azaisange ki tama, ku takatakanga ku ababai aimucungulu ku cungulu ki tina. alaiyasi kakalra ku daedae si zaisange la kaesaesai, aidulru vuala pakela ki lagyagi.",魯凱族長女的社會地位，同樣受到某種程度上的尊重。長女被稱為「分享的禮物」，表示會吸引很多帶著許多分享禮物的異性追求。在財產分配上，長男繼承家中的不動產和屬於父親的動產，長女則繼承屬於母親的動產（satangangadranenga ku drwulru），若家中土地大、動產多且家境許可，其他子女也能分配到一點。,,魯凱語,29
53546,T,U,11,2,,,"lu mauvagai ku tapalunga ku lamatakataka si lu kithaheve ku labetaka ka ababai, kai tineapa aipadulru ku eape ka becenge si drulri ka tai, satwatuma ki umawma, palungu, si ku taliyanelini ka cungulu, apaelrelre tuvale swatedre pauwa idra bauwa ka daane, si ki takithaheva ki labetakaneini ka ababai, kaivai naiapangimiyanelini ka tineapa, lu kai pangimiyainiya, wacilri ki betakaneini aikiya kipulriyalrivale, kwani labetakaneini kyakalrase ki tineapa laikiya si kitusinalreme, laipasaulra ku takipaucungulaneini.",若兄弟分家或姊妹出嫁，當家的長子要準備小米或芋頭的種子、農具，鍋子等，與該人應繼承的財產，一併送至弟弟的新厝或姊妹的夫家，這是作爲長兄的責任。如果沒有履行此責任，會被恥笑拋棄手足，同時也會使弟弟妹妹遭人歧視，辜負了繼承家產的使命。,,魯凱語,29
53547,T,U,11,3,,,tinukucingalra ka nagane,名字的可貴,,魯凱語,29
53548,T,U,11,3,,,"kai nagane ki Ngudradrekai, baai pasuhu ki cucungulaneta, sapatuthingala ku takaumawmasa si tatakaenena, kai ciniyukukana ka nagane miyalri ka sasyadradrama sasubulrubulruwa ki mahudrawdrange. lu kitulalake ku lrulai, aitaha sunagane, ku pimahudrawdranga si mahudrawdrange ki tamudaananemadu si nipasusuwa ki cekele, madawdaulu si ikai ki sakiahagailini sunagane, sana kahathudu pwataluvaivai suanagane.",對族人而言，族名是祖先的遺產，代表個人身分、地位、社會階級；漢名亦如是，是父母對我們的期望與祝福。每個小孩出生，父母會邀集雙方家屬及部落相關人士，與大家分享家中添子的喜悅，為孩子命名，只要大家形成共識，即可公開受理稱呼。,,魯凱語,29
53549,T,U,11,3,,,"kakudhaa lu sunagane, paswala sunagane paucungulu ku nagane ki latumu si lakaingu, lai alahetesa si tahudrawdrange ku suanagane. nimuhikaiya ka nagane, sangulriyalringava ku takasanianga ki cucungula, yakai lu ahakai ku tasidrama anangimiyainiya miya si sunagane.",命名原則：一、家族淵源：繼承自祖父母或外祖父母，由生父母邀請長輩賜名。二、期望效應：以紀念祖先豐功偉業，或對新生兒之期望，由生父母長輩、部落長者共同賜名。,,魯凱語,29
53550,T,U,11,3,,,"tapasusuwa lu sunagane.1. paswala musakene ki talisauwaladha silape ku apasinagana, la kidremedremenga ku apasinagana ki ngwatina2. paswalanamadu thingale ku tatualadha si takamanemana ki mahudrawdrange3. ani kaikaulrau kamudu kai nagane ki cucungula luiyamadu, wadulrumadu pasilakadrusa silakatulru sunagane.",命名規範：一、先選擇父系的名字，再取用母系名字。二、權衡出生者父母之社會階層。三、為了保存家族優良的名字，一人可擁有兩、三個名字。,,魯凱語,29
53551,T,U,11,3,,,"tamakaelaela ki nagane.1. kanagana, patengatenga ka nagane, paucungulu ku nagane ki cucungula, nguakai ki tamathahethaheva, nisunagana pangukai ki lrigu.2. sapalakeba ka nagane. kai ababai lu kahudrange si tulalake la edeede pwacai, kudra nipaabilrila tulalake, ahakai ku sapalakeba sunagane, lauai kikakuhu ki yabelenge si udripi. lu tulalake ku tukapiya miyalri ka kadruwa ka takaudringadha, si kisunagane ku sapalakeba ka nagane3. nivuavukadha ka nagane- lu pasalriva, lu ikai ku ngyalisiya ka kakudhaa si kaidalriminga ku umase, kyasunanaganemadu4. sapalrilriya ka nagane- sahakaykaiya ki taidridringana ka nagane. ai, kay takisusuwanengata twamwalranga.",命名種類：一、正名：真正的名字，承襲祖先、婚姻關係、有功績而被贈與，皆屬之。二、假名（有典故而不雅的名字）：連續夭折兩個孩子以後生的小孩，就用不雅的名字命名，並視為廢棄物般撫育，生死任天命，神明或許會憐恤改變其命運，讓孩子存活。雙胞胎也是咒詛，需取假名以蒙憐憫。三、特殊名字（綽號）：在生活上有令人難以接受的不良紀錄或惡習時，別人給予的綽號。四、隱名：在鬼神居住的地方使用，族人接受福音，有信仰後便不再使用。,,魯凱語,29
53552,T,U,11,3,,,"adravasituma, sana anagane sakiyalibake ki Twaumase, zaisange ki tangea tangea ka umase, tacekecekelanemadu ka mahetetese, amani ku atupudriyadringadhaneta katheme.",總之，每個名字都是神的恩賜，是個人財產、家族產業，必須好好珍惜。,,魯凱語,29
53553,T,U,11,4,,,kasauwaladha,真正的男人,,魯凱語,29
53554,T,U,11,4,,,"kai Ngudradrekai, pangukai ki sauwalai si ababai makakaela ku aningimiyainiya taiya. lu taukitulalake ku lrulai, lu kela ku umase kihagai, la kitubulru luamanemana ku lalake, alaiyasi asauwalai, ku pimahudrawdranga twabalre, sabau! sasiakaulu! ku pathaheva aikakalra ku akwalriya twatuma amiya.",魯凱族對不同性別的角色期望有明顯差別，養育內容也大不相同。族人生下孩子，別人道賀並詢問新生兒的性別時，如果是兒子，父母會回答：「抱歉！是受差者！」意即要從事較多的勞役工作。,,魯凱語,29
53555,T,U,11,4,,,"ku nadruma kai Ngudradrekai kadruwa ku takibulrubulruwa ku gaku, kadruwa ku nisudralruwa ku tahabulrubulru, taku watwatwatuma si kibulrubulru, lu twatuma la thingalenga, lapatwalainga iniya si ikainga ku lrigila thingala. lu twatwatuma mahu kyabulrubulrunga.",傳統魯凱族沒有固定教育場所和專業教師，而是從實踐中學習、實踐中教育的方式，習得各種常識及技能。教育即生活，生活即教育。,,魯凱語,29
53556,T,U,11,4,,,"kai aunga ki sauwalai, amani kai walupu, twakaange, twaumawma, twadaane, mapabebehe, twataludru, wapapacase. lu icubungu ku makucingalre matiukuludru, magalrimegeme nautaha pangilribatemiya, lu mucugucugu ku akicabiha kadruwa ka masulrisulri, ahakai ku lrigila patupapalra ku puku, laikai ku mapapedrenge kadruwa ku upunga ka takaumawmasa. pikai ku naupacungulu ku lrigu ki laumu, nautahapalribate ku nalrigulini taiya ku tagathima.",魯凱族的男性要學習狩獵、漁撈、開墾、建築、奔喪、修築橋梁、雕刻藝術等。面對艱難，能堅忍不拔、愈挫愈勇；要有智勇雙全、沉著穩健的特質；肩負承先啟後、光宗耀祖的偉大使命。,,魯凱語,29
53557,T,U,11,4,,,"yakai ku makecenge ku kinaumasa ku tacebea, mahakace kapapidiki ku tangivelevela, sanaka aunga kadruwa ku nisahaha kadruwa ku apapilripilri, kyalibake kathalrai ki ababai. ki manema sanaka amakalrwalrumala, pakaelre ku puku, nautaha amani ku athingala, tahumaha ku sanianiyangenga ku lrigu, lu palailai makalrwalrumale, lani ikai ku sakidrahulaneli amiya.",要有強健的體魄、靈活敏捷的身手和各種養家糊口的技能，能保護、體貼女性。在各種競技中，全力以赴、脫穎而出，期許自己在報戰功時，能有一席之地。,,魯凱語,29
53558,T,U,11,4,,,"kaivai animiyainiya ku takasauwaladha taiya ki Ngudradrekai, pangukai ki sauwalai, makucingalre pakaelre pangimiya, ai sasyadradrama muhikai ka atapakela, sana pakaelre ku kidremedreme si pangimiya ku kelretana makakelrete.",以上標準要求幾近完美，對男性而言，好像甚爲嚴苛，但反映了族人對身為男性的期望，只要能盡力做到即可。,,魯凱語,29
53559,T,U,11,5,,,tuahahukudra,準備禮品,,魯凱語,29
53560,T,U,11,5,,,"sana apataluvaivadha pangitaleke pakisupilri ka lakanea si lamanema hahukudra amiyamadu demedeme. ku nipadulrua ki lahetesa latalraylragi sikela kipadrahulu, miyalri ka hahukudra, ku makaelaela maibibu siku tathainuwa ki hahukudra, amani ku makicecelenga ki mapapangale, amani ku sapatuthingala ku tacekecekela tapasingikidremedrema.",慶典儀式中，為公開宴請而預備的東西、食物都屬於禮品；親友們參與這慶典時帶來的禮物，也稱為禮品。各項儀式中最受注目的焦點是禮品內容和數量，代表了該家的家產及誠意。,,魯凱語,29
53561,T,U,11,5,,,"ikai naiya ka taiLabuwa, ku ngikakalralemadu kipailuku ka twahahukudra taidrusaa. ku sakataingeaa- mahudrange, luaikahudrange twahahukudra, waculu ku beeke, twadrete, twaabai, twaakanea tudamai padulru ku satulrevega, lapakane pakisupilri pakihagai ki kinauwacekela. lu amaninga idra vai, wailuku idra nipadulruwa ka hahukudra, paelre ku lasaungula si talahaedre, palungu, cinakacakaha ka lrabu, makaelaela ka lamanema si lasabadha, mwaki taliababadha akuea wasipi, lu palraingi ku taliababadha twalrepenge si pathagili kapeapehau.",大武部落中，較常見的儀式禮品有二：一、在進行結婚儀式的前一、兩天不等，會殺豬作牲禮、小米糕、灌腸，準備佳餚。結婚當天，則帶著所預備的禮品，如作物、飲料及飾品等，和聘禮一起由對方（女）確認，女方滿意後，才宣布接受，開始婚禮慶典。,,魯凱語,29
53562,T,U,11,5,,,"ku sakataidrusaa, matatulrevege matatulali matatutalragi. ku pathaheva ikai matatwalali matatwatalragi, amani ku apacungula haupakapapedrenge ku tamakakilibaka tamapapalribula myaki mabetabetake. ku sakataingeaa ku pathaheva, amani ku akipasudalepa tahasibengelrai ku nipulalaka ka kehebe, idra vaivai, kwani aimatatulali aimasasilange padulru ku hahukudra, ku lahetetesa pasyagyagisi aikela kipaelre makanaelre palribulu bulri idra hahukudra, lu mababilringa tulrepenge lai ngiakaneanenga kihagai.",[-AP1-]義結金蘭——同性結拜，有鞏固友誼，彼此協助、照顧的意義；另一層意義是為實現彼此穿戴百合花飾的權利。雙方都為要自己準備食物禮品，當日各有親友、鄰居陪同，互送禮品到對方的家。雙方的禮品皆與部落族人一同分享。,,魯凱語,29
53563,T,U,11,5,,,"kai twahahukudra, eene mathahihi ka kakudhaa, ai, yakai ku kadruwa ka tapalrainganemadu, twapava ki akanea, ahakai tuhamuhu ki twalisi ki babekaca ka sakanekane, pakwalri ki matiyakuhu ku sacekecekela, ana kelrete ku amahamahamava ku hahukudra launai amathaithahihi!",禮品文化固然不錯，但仍有缺點，如浪費食物、過量使用免洗餐具，為經濟條件較差的家庭帶來壓力等。如果用部落力量，規定必備禮品、附屬品的種類和數量，或許可以改善以上問題!,,魯凱語,29
53564,T,U,11,6,,,sapathavunga,懲罰,,魯凱語,29
53565,T,U,11,6,,,"ku nadruma sapathagila, kai cucungulaneta ngwalai ku ahuthuka siku kadruwa ka ataluvaivadha ku pasalriva, ahakai ku lrisi si aidridringa, kukuludru huthuku ki mapapangale. sa kaina kela mucekele kai singilatadre ka puku, kadruwa ku tamadahudahuha ki ngwalralringulu ka lacekele, ku tacekecekela ki cucungulaneta ngyapapatahumaha ngipapakadralru, kadruwa ku imulalini ku akanea. mapasikaikai mapapalribilribulu, nilringa lu tudaane, tutaludru, dwalrane tukaelrea, luikai ku aipakahudrange luikai ku swatatuma, makanaelre ku kinauwacekela ngivelevele, ngyabekele ikai ku kadruwa ka atumatumana pangilribate ka aunga.",[-AP1-]早期，祖先們為了制止犯罪，大多用超自然的鬼神、禁忌來喝止。在外來權勢進入前是封閉社會，與外界幾無交流，生活自給自足，沒有什麼物質欲望。族人之間，手足同心，大事情如蓋房子、修橋鋪路、婚喪喜慶，都是全部落出動，少有嚴重到無法解決的事。,,魯凱語,29
53566,T,U,11,6,,,"kai Dripungu sa mudanenga ki Ngudradrekai, twapacase ku talyalalai ki Dripungu ku hulrice, ngwalai ku saukukuludru lu angidrakale kiecebe bwaebalre kai Ngudradrekai, paswalana tinuvavangalre kwakadra, sa twabake si kilalra langibalre ahakai ku sadrepeta mulri ki mapapangale. sakelanga ki mingkuku matulrulu siikai ka caili, kai Sihu la kisilange kela ikai Taiwang, la tupacase pelaela ku apadungudunga ka hulrice, kai singziya la kisilange muceekele ki Ngudradrekai, si pausuludrunga ku puku saaDripungu.",日本人進入魯凱族社會，頒行日本法律，為了減少抗爭，先用懷柔政策，大致降服族人後，改用高壓政策。民國四十年後，基督教信仰也隨之進入魯凱族群，削弱了日本時代的影響。,,魯凱語,29
53567,T,U,11,6,,,"kaiasasaa ikai ki cacekele kai pathahukai ki pasabungu ka laaunga, sana kaimacacugucugu ki hulrice ki Cyukuku ku aki saibanga si kiemenge, wabaai ki swa Cyukaiyingi pakithathengete pakaungu, lukai patwalai ki taihubuwa madrekadrekase si mapalrailraingiinga ikai ki cekele, yakai lu ahakai ku puku ki kakuakudhaa ki cekele huthuku paulecege ku tangivelevela ki tangea tangea, si atapangimiya ki cekele.",現在部落公共事務的各種懲罰，如果不涉及刑事訴訟或民事訴訟，要不交由調解委員會處理；要不就是經各式公眾會議；要不用文化精神，約束個人日常行為與部落運作。,,魯凱語,29
53568,T,U,11,7,,,lricungu,廁所的禮讚,,魯凱語,29
53569,T,U,11,7,,,"lu amiyalrealre, kuswalalanga amani ku akidringadha musuwa. yakaiyaku ki kausukunglu silape musuwa, yakaiyaku ki paihukungse silape musuwa, ikai ki takadralrimedrema aitaha kidringadhaku musuwa, ku sakiahagai salivalrava ki nimakavala yakai musuwa, kadruwa ka aimaka pakakaulrau musuwa.",早晨醒來，第一件事就是要找到你。我在高速公路上尋找你，也在百貨公司裡找你，即使在沒有燈光的黑夜裡，也要設法找到你，一天的樂與憂都在於你，我不能沒有你。,,魯凱語,29
53570,T,U,11,7,,,"ki mathahihi ka lryukange yakaisu, ki nitudadana ka talaawbu yakaisu, ikai ki ububula yakaisu, kai tadri yakai ki kadaana, la ikaisu babiyabila ki kaliyupa.",高級的旅館內，你在；簡陋的茅屋中，你在；荒涼的野地裡，你也在；中柱在溫暖的家屋中，而你在邊緣的角落裡。,,魯凱語,29
53571,T,U,11,7,,,"ku masaniyaniyangenga ka talyalalai ka ababai, ku mahahakacenga ka sauwalai, wacelengasu demedeme, kudra kadruwaka makakidringaili ka thahiha, syavavangasu, ai kadruwasu ka wapilri, kadruwasu ka pakaelaela, pahamahamausu mukalava, anianea, apalralrauthusu tahumaha.",最高貴的女皇，最勇敢的英雄，你全都看過；我遍求不到的美麗，你全都欣賞過。然而你沒有篩選，沒有偏愛，每一個你都等待；無論是誰，你永遠接納。,,魯凱語,29
53572,T,U,11,7,,,"kai umase mwahikai musuwa, ai twatikiya musuwa, wadrengedrengehe ki ledra, luceele musuwa amanisu ku kiyatapalra ki dradrimita, ngwalai ki sapaceacepesu, labaaisu ki umase ku akalyapadha, tahumahasu sanaka nitupavaa, bwaai ki umase ku myaki taukitulalake ka skiahagai, patahumaha ku mwakesa ka takasahuata.",[---] 人們需要你，卻鄙視你；他們頌讚光明，認為你與黑暗同在，是你極度的包容，帶給人們最放鬆的時刻，你承受所有的不潔，給每一個人新生的快感，提供了最徹底的解放。,,魯凱語,29
53573,T,U,11,7,,,"sanakitulalake yakai ku apacadha, sanakanea aitaha ikaisu, Twaumase, lu ilukusu nakuwa papiya subelebelenge aikitubulruwaku luikaisu lutuma, anatuma latapalrasu nakuwa.",有生必有死，有吃必有你。上帝啊，帶我到伊甸園的時候，我要問那邊有沒有你，願你與我同在。,,魯凱語,29
53574,T,U,11,8,,,talaalibi,石板屋,,魯凱語,29
53575,T,U,11,8,,,"ku sahakaikaiyanelringa tudaane ki Ngudradrekai amani kai lrenege. twalai ku nadruma, sakadruwana ku mathahihi ka satwatuma, ngyapapaedhale ku kyalrenege. kai lrenege makalra ku paluludaneini, kai Ngudradrekai lu tudaane yatanulrenege, adrava lu pacai si dralreke miyalri ahakai ku lrenege.",石板是魯凱族的傳統建材。自古以來，在沒有好的材料時，魯凱族會巧妙地採用石板。石板有很多用途，魯凱族有八成房屋用石板，人死後也能用上石板。,,魯凱語,29
53576,T,U,11,8,,,"kai lrenege taidrusaa, ku taingeaa sauwalai, ku taingeaa ababai, kai sauwalai makecenge kaicelrenge si kai kaelaela ku takakulava, kai ababai padalru si ngualai ku takusaseveha takuudala si akabalrithi ku takakulava. kai sauwalai yakai lu ngwalai ku taikaiyaneini si makakaela ku talrenegana, ku kikadadalamenga ka lrenege maicelrenge si kadelethe, la kakeecenge, mathahihi si kakucingalre kapici kalisi.",石板分兩種：公和母。公的石板堅硬而不變色，母的石板容易風化變色。公石板有時會因地形而有不同品質，最被看好的公石板是黑色或深藍色，有光澤、密度高（堅硬），不但美觀且耐久。,,魯凱語,29
53577,T,U,11,8,,,"kai Ngudradrekai lu ahakai ki lrenege tudaane taingeaa ka tapualrimaa, taingeaa ka puku si tapaathingalana ku lrigila, ku tamulrivila ki talaalibi ka daane, kadruwa ka kwalawlaubu wadulrumadu lepenge ki badha, lu kalakecelra maculu lu kaladrangedranga mangangehece, amani ku panyanyaniyake ka daane! kai sauwalai ki Ngudradrekai sana ikai ku talaalibi ku daane amani ku madradrawnga ka lrigu si sangidradraha ku taikaumasananeini.",魯凱族視石板屋為藝術，是力量和智慧的偉大表現，除了能防火禦敵、冬暖夏涼，還會呼吸呢！魯凱族男人以擁有一棟石板屋為一生中最大的榮耀與驕傲。,,魯凱語,29
53578,T,U,11,8,,,"matiyataulra, patupalra ikai takabalribalritha ikai kaumasa, kai talaalibi ka daane haukiaubalribalrithinga ki niyahakaiya ki simingtu ka daane, hau maamuamudunga kaulrau kai talaalibi. kaivai ikai ki kakuakudhaneta amani ku maadrau ka amulisiya.",可惜，隨著時代變遷，水泥逐漸取代石板，魯凱族的特色——石板屋也就慢慢消失。這是傳統文化的一大損失。,,魯凱語,29
53579,T,U,11,9,,,wakapakapalra,赤腳仙子,,魯凱語,29
53580,T,U,11,9,,,"ikai ki kiangithalringulu ki lregelrege ka Vudai, nyuku ki tahalrabuwabuale kyaiya kisunagane. sa kadruwana ku kaelrelrea ku atangukakaiya papubabadhaa ku igayga, kai mapapangale luai mudrata muSwimungu, tahangwavalru lukai ngumangeale ki tuki dwadavace, lu twalai ki tauwana mumawma, lu adethe ainguea ngudrusa ki tuki, lu adaili ngwatulru ngusupate ki tuki, luuwa ki iniiniinunga sakathaa ku drapale ku sahakaiya apamuininu, lakuni kitualrau si ikai ku sapukuwa ku vagisi, ikai ku saniange ku sakiadiadili, kaliyapai lu dadavace.",群山環繞的霧臺，向來有「長跑選手搖籃」之稱。在過去對外道路不通的時代，部落族人要下山到平地（水門），得走上八到十個小時；到自家地耕作地，也得花上少則一、二個小時，多則三、四個小時，到哪兒都須仰賴雙腳。這樣的環境，孕育出族人強健的腳力，有過人的耐力、輕快的步伐。,,魯凱語,29
53581,T,U,11,9,,,"sa mingkuku manemele ka caili, ki nyangivavala ki caycaili ki zingsiyu, twalai ki gusingi, icimange, malrasung, ku tahaakacikaci yadrepele ka swaVudavadai, twaalainga iniya ku takithingala ki swaAkakau swaVudavudai, kaivai lasingsiyu kutacebeanelini kadruwa ka maelrenge, tahiyahilai, aicecelrenge, ku takithingalanelini mulrivili, lu lrabuwale wakapakapalra. wakapakapalra lrwabwale pasaelre Taiwang, kaipahamiyaikai mulrivili ku talrabwala, mahu hangenga ka sapatuthingalaliniya, amani ku nimatikaykaiya ki sanaaumase.",[---] 在民國六十年代，當時還是省運，不論五仟公尺、一萬公尺、馬拉松項目，優勝選手多為本鄉的選手，打響了屏東縣及霧臺鄉名聲。這群優秀參賽員，大多身材不高、瘦削、臉孔黝黑，跑步時最明顯的特徵就是不穿鞋。光著腳跑遍天下，這樣的成績、這樣的特徵，成了他們的標記，也是早期台灣運動史上大家津津樂道的話題。,,魯凱語,29
53582,T,U,11,9,,,"kai Vudaigu nyuku ki tahalrabwabuale, kai Labuwa amani ku tahapaedhaedhale ku twakiruku, lukilrumale ki zingsiyu, taha amani ku sacucucubungunga, inilringa ku Pahece ka laTakivalrithi, ku tukirukuini ki malrasungu tahamapusale ka caili lakimualra, langitalikaiyanenga ki swaTaiwang nguhikuki talubalre ki timu mwaki maelana ka cekele kikalrumale, pakilrigu ki swaTaiwang, kaivai paledra pathingala ki swaAkakau, kadruwa ka kyapacase ku nagane pikai ki lrikisi ki tahalrabwabuale sikathaa, miyalri ngipapasikai ku atahumahaa ku lrigulini ikai ki cekele ka civahe, amani kai alivaevaha si lrumu ki tahukuku si thyathiu.",霧臺鄉是長跑選手的搖籃，而大武部落是破紀錄的推手，不僅有多位選手，常囊括前三名的成績，其中一名前輩——杜報律先生創下的馬拉松紀錄，足足維持了廿年之久，也曾代表台灣飛越巴士海峽到菲律賓參加邀請賽，為台灣爭光。這群屏東之光，除了在田徑界寫下光輝歷史之外，更為自己爭取在部落裡屬於男人的榮譽——蝴蝶及羽毛（雞毛或藍腹鷴）的插飾。,,魯凱語,29
53583,T,U,11,10,,,mahathungu ki amudringadringadha,健康守護者,,魯凱語,29
53584,T,U,11,10,,,"sa aDripunguana, ku ngyalribatenga ku kyaahakainga ki adreme si kwange kidrepete ka sakacekeleta, twalainga iniya kibulru ki Dripungu, laikai ku kyabulru pathahukai ki patwalalake si tahabubuu. sakelanga kai Cyukuku, lapacungulu ahakai idra lakiabulrunga ki Dripungu si amani ku kumuying, kisace, tahabubuu, tahabulrubulru ka latwatumana.",在日本時代，部落經歷武力鎮壓後，族人歸順投降並逐漸接受日本政府的教育，包括授產及醫療。到民國時代，當時受教育者被繼續聘用並擔任公職，如警察、醫護、老師等。,,魯凱語,29
53585,T,U,11,10,,,"ku igayganeana kai mapapangale kadruwa ka wathingale ngikakelrete ngiaedeke ku atulalaka, waedeede hemede tulalake, ku pakakucingalre tulalake, ku ngwalredelreda latakalra tuhamuhu, ikai inya zidai kwani, kai tahapatulalaalake ka lasangbasange, palribulu patulalake, wabulru ku apapulringava lu tulalaka, ngwalai ku akivalaa ku ngwalredelreda, ngwalai ku akasahwata ki twalalake, kadruwa ka atulyapapadha ka atwatumana.",早期族人不懂節育，一個接一個地生孩子，難產、夭折頻生。當時助產士幫忙接生，教導常識，增加了新生兒的存活率，保障產婦平安，有不容小覷的重責大任。,,魯凱語,29
53586,T,U,11,10,,,"miyalri kibulru ku tabubuwa ki macaeme si takithathengeta ki madula, lu ikai ku macaeme ki cekele, paswalana kitububulru ku takiangeanga, thingaleana ku caema, la cyusa si cabu ku swadalepe ku sababuu, lu ikai ku madula, masasulivate ahakai ku tapangimiyaiya buu, ikai idra tamatikuhuwa ku sacekecekela, kadruwana ka wathingaleana tubula ki ngwalralringulu ka zidai, lasiamece ku apelaela pathingale ki mapapangale.",[---] 部落的助產士也具備基本醫學及傷口處理常識。當部落有人生病，先做簡單的診斷，再打針、配藥，族人有外傷，則熟練地按步驟處理。在經濟落後、環境衛生不佳的當時，也肩負宣導的責任。,,魯凱語,29
53587,T,U,11,10,,,"ku sangbasangenai ka swaLabuwa, udrawdrasa ku isiyu, mahicuhu tubeate ku tacebea, tapahangithiya macicava lucela, luadhana watakilili idra nisuhagela pasiete ku satwatumaneini ka kabange, palribulu buu swasa sanaka mwahikai iniya. kyamusakene tuhamuhu ki mapapangale. ngwalringavaku ngwalai ku tapusamalraneli iniya si nautaha lasangbasange lu kadrawnganaku miya kagalrimegeme!",她是大武部落的助產士，滿頭白髮、身形豐腴，臉上總掛著可親的笑容。每天都會提著裝滿各種醫具的百寶箱，為每個需要她的人解決身體上的疑難雜症，頗受部落族人敬重。記得當時自己曾因崇拜這位阿姨而有想當護士的衝動呢！,,魯凱語,29
53588,T,U,11,10,,,"adrava ku nadruma adrava kaiasasaa, kai tahabubuu kwalrialri makanaelre pasikai palakelakebe ku amudringadringadha ki kinaumasaneta, swadalepe kimusakene.",不論過去還是現在，醫護人員辛苦地為人們的健康把關，值得肯定和感激。,,魯凱語,29
53589,T,U,12,1,,,matatulrevege,義結金蘭,,魯凱語,29
53590,T,U,12,1,,,"kay cekele Labuwa ku nipaswalalanenga sibengelrai ku nipulalaka, patwalai ki tamalalyaliya tulrevege, ku pimahudrawdranga wasilape ku myaliniya muhikaykai lataku mukidremedreme liniya ka eceba, pangukai ki caili kadruwa ka twakucingalre susu, ai, alaiyasi mapapadethe ku caili mathaithahihi, lapatwalai ki tamatulaliya matatulrevege aeaeanga ka wacekecekele.",大武部落的第一朵紅心百合，大多是經過義結金蘭的儀式取得佩戴權，長輩會尋求有同樣需求也適合自己的對象，對年齡的差距沒有嚴格限制，當然年齡越相當越適宜，也透過義結金蘭的儀式成為世交。,,魯凱語,29
53591,T,U,12,1,,,"ki pathagila ku apadulruwa, aiculu ku beeke tuhahukudra, idravayvai ku aiamani ku kyapasibengelrai, wacekecekele, hedededela ka lalyali watakaenene ikay ki alruunu, patupapalra ku peleai ki tahudrawdrange, kihagai mukalava idra aikela tulrevege. kudra wakela tulrevege, padulru ku ididiya ka becenge, sasavelra, niculuwa ka labeate ki beeke, abai, singiumawma ka lataleke, lasaungula, ngihagela sikahingalai, makanaelre ku wacekecekele anialavavalake aniatahwahudrange, twahedeedele mababihauhu wangeale idra hahukudra swahahe pikay ki takaswivaa, lamakakai ngithalringulu drwalrai taku senasenai.",事前的準備，即是宰豬備禮，當天佩戴百合的主角、家屬及朋友們會坐在椅子上，配合著年長婦女吟唱古調，滿心喜悅地迎接前來佩戴百合的另一方家族。來佩戴紅心百合的一方，要準備八把小米、大鐵鍋、牲禮、阿拜、農作物及飲料，穿著盛裝，舉家大小、扶老攜幼，浩浩蕩蕩高聲歡呼，抬著備禮列隊進入並把所有的備禮放置在對象府上寬廣處，緊接著圍圈和歌跳舞。,,魯凱語,29
